theta,p,model
624.4,0.000191439440240147,brooklyn prior
624.5,0.000191458868371426,brooklyn prior
624.6,0.000191478293965872,brooklyn prior
624.7,0.000191497717023565,brooklyn prior
624.8,0.000191517137544586,brooklyn prior
624.9,0.000191536555529014,brooklyn prior
625,0.00019155597097693,brooklyn prior
625.1,0.000191575383888413,brooklyn prior
625.2,0.000191594794263544,brooklyn prior
625.3,0.000191614202102402,brooklyn prior
625.4,0.000191633607405068,brooklyn prior
625.5,0.000191653010171621,brooklyn prior
625.6,0.000191672410402142,brooklyn prior
625.7,0.00019169180809671,brooklyn prior
625.8,0.000191711203255406,brooklyn prior
625.9,0.00019173059587831,brooklyn prior
626,0.000191749985965501,brooklyn prior
626.1,0.00019176937351706,brooklyn prior
626.2,0.000191788758533066,brooklyn prior
626.3,0.000191808141013599,brooklyn prior
626.4,0.000191827520958739,brooklyn prior
626.5,0.000191846898368567,brooklyn prior
626.6,0.000191866273243162,brooklyn prior
626.7,0.000191885645582604,brooklyn prior
626.8,0.000191905015386973,brooklyn prior
626.9,0.000191924382656348,brooklyn prior
627,0.00019194374739081,brooklyn prior
627.1,0.000191963109590439,brooklyn prior
627.2,0.000191982469255314,brooklyn prior
627.3,0.000192001826385515,brooklyn prior
627.4,0.000192021180981122,brooklyn prior
627.5,0.000192040533042216,brooklyn prior
627.6,0.000192059882568874,brooklyn prior
627.7,0.000192079229561179,brooklyn prior
627.8,0.000192098574019208,brooklyn prior
627.9,0.000192117915943043,brooklyn prior
628,0.000192137255332763,brooklyn prior
628.1,0.000192156592188447,brooklyn prior
628.2,0.000192175926510176,brooklyn prior
628.3,0.000192195258298029,brooklyn prior
628.4,0.000192214587552086,brooklyn prior
628.5,0.000192233914272426,brooklyn prior
628.6,0.00019225323845913,brooklyn prior
628.7,0.000192272560112277,brooklyn prior
628.8,0.000192291879231947,brooklyn prior
628.9,0.00019231119581822,brooklyn prior
629,0.000192330509871175,brooklyn prior
629.1,0.000192349821390891,brooklyn prior
629.2,0.00019236913037745,brooklyn prior
629.3,0.00019238843683093,brooklyn prior
629.4,0.00019240774075141,brooklyn prior
629.5,0.000192427042138972,brooklyn prior
629.6,0.000192446340993694,brooklyn prior
629.7,0.000192465637315655,brooklyn prior
629.8,0.000192484931104936,brooklyn prior
629.9,0.000192504222361617,brooklyn prior
630,0.000192523511085776,brooklyn prior
630.1,0.000192542797277494,brooklyn prior
630.2,0.00019256208093685,brooklyn prior
630.3,0.000192581362063923,brooklyn prior
630.4,0.000192600640658794,brooklyn prior
630.5,0.000192619916721541,brooklyn prior
630.6,0.000192639190252245,brooklyn prior
630.7,0.000192658461250984,brooklyn prior
630.8,0.000192677729717839,brooklyn prior
630.9,0.000192696995652889,brooklyn prior
631,0.000192716259056214,brooklyn prior
631.1,0.000192735519927893,brooklyn prior
631.2,0.000192754778268005,brooklyn prior
631.3,0.000192774034076631,brooklyn prior
631.4,0.000192793287353849,brooklyn prior
631.5,0.000192812538099739,brooklyn prior
631.6,0.000192831786314381,brooklyn prior
631.7,0.000192851031997854,brooklyn prior
631.8,0.000192870275150238,brooklyn prior
631.9,0.000192889515771611,brooklyn prior
632,0.000192908753862054,brooklyn prior
632.1,0.000192927989421647,brooklyn prior
632.2,0.000192947222450467,brooklyn prior
632.3,0.000192966452948595,brooklyn prior
632.4,0.000192985680916111,brooklyn prior
632.5,0.000193004906353093,brooklyn prior
632.6,0.000193024129259622,brooklyn prior
632.7,0.000193043349635776,brooklyn prior
632.8,0.000193062567481635,brooklyn prior
632.9,0.000193081782797278,brooklyn prior
633,0.000193100995582785,brooklyn prior
633.1,0.000193120205838235,brooklyn prior
633.2,0.000193139413563707,brooklyn prior
633.3,0.000193158618759281,brooklyn prior
633.4,0.000193177821425037,brooklyn prior
633.5,0.000193197021561053,brooklyn prior
633.6,0.000193216219167409,brooklyn prior
633.7,0.000193235414244184,brooklyn prior
633.8,0.000193254606791457,brooklyn prior
633.9,0.000193273796809309,brooklyn prior
634,0.000193292984297817,brooklyn prior
634.1,0.000193312169257062,brooklyn prior
634.2,0.000193331351687123,brooklyn prior
634.3,0.000193350531588079,brooklyn prior
634.4,0.000193369708960009,brooklyn prior
634.5,0.000193388883802993,brooklyn prior
634.6,0.000193408056117109,brooklyn prior
634.7,0.000193427225902438,brooklyn prior
634.8,0.000193446393159058,brooklyn prior
634.9,0.000193465557887049,brooklyn prior
635,0.00019348472008649,brooklyn prior
635.1,0.00019350387975746,brooklyn prior
635.2,0.000193523036900039,brooklyn prior
635.3,0.000193542191514305,brooklyn prior
635.4,0.000193561343600337,brooklyn prior
635.5,0.000193580493158216,brooklyn prior
635.6,0.00019359964018802,brooklyn prior
635.7,0.000193618784689829,brooklyn prior
635.8,0.000193637926663721,brooklyn prior
635.9,0.000193657066109776,brooklyn prior
636,0.000193676203028073,brooklyn prior
636.1,0.000193695337418691,brooklyn prior
636.2,0.000193714469281709,brooklyn prior
636.3,0.000193733598617207,brooklyn prior
636.4,0.000193752725425263,brooklyn prior
636.5,0.000193771849705957,brooklyn prior
636.6,0.000193790971459368,brooklyn prior
636.7,0.000193810090685575,brooklyn prior
636.8,0.000193829207384658,brooklyn prior
636.9,0.000193848321556694,brooklyn prior
637,0.000193867433201764,brooklyn prior
637.1,0.000193886542319946,brooklyn prior
637.2,0.00019390564891132,brooklyn prior
637.3,0.000193924752975965,brooklyn prior
637.4,0.000193943854513959,brooklyn prior
637.5,0.000193962953525383,brooklyn prior
637.6,0.000193982050010314,brooklyn prior
637.7,0.000194001143968832,brooklyn prior
637.8,0.000194020235401016,brooklyn prior
637.9,0.000194039324306945,brooklyn prior
638,0.000194058410686699,brooklyn prior
638.1,0.000194077494540356,brooklyn prior
638.2,0.000194096575867995,brooklyn prior
638.3,0.000194115654669695,brooklyn prior
638.4,0.000194134730945535,brooklyn prior
638.5,0.000194153804695595,brooklyn prior
638.6,0.000194172875919953,brooklyn prior
638.7,0.000194191944618688,brooklyn prior
638.8,0.00019421101079188,brooklyn prior
638.9,0.000194230074439607,brooklyn prior
639,0.000194249135561949,brooklyn prior
639.1,0.000194268194158983,brooklyn prior
639.2,0.00019428725023079,brooklyn prior
639.3,0.000194306303777449,brooklyn prior
639.4,0.000194325354799037,brooklyn prior
639.5,0.000194344403295635,brooklyn prior
639.6,0.00019436344926732,brooklyn prior
639.7,0.000194382492714173,brooklyn prior
639.8,0.000194401533636272,brooklyn prior
639.9,0.000194420572033696,brooklyn prior
640,0.000194439607906523,brooklyn prior
640.1,0.000194458641254834,brooklyn prior
640.2,0.000194477672078706,brooklyn prior
640.3,0.000194496700378219,brooklyn prior
640.4,0.000194515726153452,brooklyn prior
640.5,0.000194534749404482,brooklyn prior
640.6,0.000194553770131391,brooklyn prior
640.7,0.000194572788334255,brooklyn prior
640.8,0.000194591804013155,brooklyn prior
640.9,0.000194610817168169,brooklyn prior
641,0.000194629827799375,brooklyn prior
641.1,0.000194648835906854,brooklyn prior
641.2,0.000194667841490683,brooklyn prior
641.3,0.000194686844550941,brooklyn prior
641.4,0.000194705845087708,brooklyn prior
641.5,0.000194724843101062,brooklyn prior
641.6,0.000194743838591082,brooklyn prior
641.7,0.000194762831557847,brooklyn prior
641.8,0.000194781822001436,brooklyn prior
641.9,0.000194800809921927,brooklyn prior
642,0.0001948197953194,brooklyn prior
642.1,0.000194838778193933,brooklyn prior
642.2,0.000194857758545605,brooklyn prior
642.3,0.000194876736374495,brooklyn prior
642.4,0.000194895711680681,brooklyn prior
642.5,0.000194914684464243,brooklyn prior
642.6,0.000194933654725259,brooklyn prior
642.7,0.000194952622463807,brooklyn prior
642.8,0.000194971587679968,brooklyn prior
642.9,0.00019499055037382,brooklyn prior
643,0.00019500951054544,brooklyn prior
643.1,0.000195028468194909,brooklyn prior
643.2,0.000195047423322304,brooklyn prior
643.3,0.000195066375927706,brooklyn prior
643.4,0.000195085326011191,brooklyn prior
643.5,0.00019510427357284,brooklyn prior
643.6,0.00019512321861273,brooklyn prior
643.7,0.000195142161130942,brooklyn prior
643.8,0.000195161101127552,brooklyn prior
643.9,0.000195180038602641,brooklyn prior
644,0.000195198973556286,brooklyn prior
644.1,0.000195217905988567,brooklyn prior
644.2,0.000195236835899562,brooklyn prior
644.3,0.00019525576328935,brooklyn prior
644.4,0.00019527468815801,brooklyn prior
644.5,0.00019529361050562,brooklyn prior
644.6,0.000195312530332259,brooklyn prior
644.7,0.000195331447638006,brooklyn prior
644.8,0.00019535036242294,brooklyn prior
644.9,0.000195369274687138,brooklyn prior
645,0.00019538818443068,brooklyn prior
645.1,0.000195407091653645,brooklyn prior
645.2,0.000195425996356111,brooklyn prior
645.3,0.000195444898538157,brooklyn prior
645.4,0.000195463798199861,brooklyn prior
645.5,0.000195482695341302,brooklyn prior
645.6,0.000195501589962559,brooklyn prior
645.7,0.00019552048206371,brooklyn prior
645.8,0.000195539371644835,brooklyn prior
645.9,0.000195558258706011,brooklyn prior
646,0.000195577143247318,brooklyn prior
646.1,0.000195596025268833,brooklyn prior
646.2,0.000195614904770636,brooklyn prior
646.3,0.000195633781752805,brooklyn prior
646.4,0.00019565265621542,brooklyn prior
646.5,0.000195671528158557,brooklyn prior
646.6,0.000195690397582297,brooklyn prior
646.7,0.000195709264486717,brooklyn prior
646.8,0.000195728128871897,brooklyn prior
646.9,0.000195746990737915,brooklyn prior
647,0.000195765850084848,brooklyn prior
647.1,0.000195784706912778,brooklyn prior
647.2,0.00019580356122178,brooklyn prior
647.3,0.000195822413011935,brooklyn prior
647.4,0.000195841262283321,brooklyn prior
647.5,0.000195860109036016,brooklyn prior
647.6,0.000195878953270099,brooklyn prior
647.7,0.000195897794985648,brooklyn prior
647.8,0.000195916634182743,brooklyn prior
647.9,0.000195935470861461,brooklyn prior
648,0.000195954305021882,brooklyn prior
648.1,0.000195973136664083,brooklyn prior
648.2,0.000195991965788143,brooklyn prior
648.3,0.000196010792394141,brooklyn prior
648.4,0.000196029616482156,brooklyn prior
648.5,0.000196048438052265,brooklyn prior
648.6,0.000196067257104549,brooklyn prior
648.7,0.000196086073639083,brooklyn prior
648.8,0.000196104887655949,brooklyn prior
648.9,0.000196123699155223,brooklyn prior
649,0.000196142508136985,brooklyn prior
649.1,0.000196161314601313,brooklyn prior
649.2,0.000196180118548286,brooklyn prior
649.3,0.000196198919977981,brooklyn prior
649.4,0.000196217718890478,brooklyn prior
649.5,0.000196236515285856,brooklyn prior
649.6,0.000196255309164191,brooklyn prior
649.7,0.000196274100525564,brooklyn prior
649.8,0.000196292889370053,brooklyn prior
649.9,0.000196311675697735,brooklyn prior
650,0.00019633045950869,brooklyn prior
650.1,0.000196349240802996,brooklyn prior
650.2,0.000196368019580731,brooklyn prior
650.3,0.000196386795841974,brooklyn prior
650.4,0.000196405569586804,brooklyn prior
650.5,0.000196424340815299,brooklyn prior
650.6,0.000196443109527537,brooklyn prior
650.7,0.000196461875723596,brooklyn prior
650.8,0.000196480639403556,brooklyn prior
650.9,0.000196499400567495,brooklyn prior
651,0.000196518159215491,brooklyn prior
651.1,0.000196536915347622,brooklyn prior
651.2,0.000196555668963968,brooklyn prior
651.3,0.000196574420064606,brooklyn prior
651.4,0.000196593168649614,brooklyn prior
651.5,0.000196611914719073,brooklyn prior
651.6,0.000196630658273059,brooklyn prior
651.7,0.000196649399311651,brooklyn prior
651.8,0.000196668137834928,brooklyn prior
651.9,0.000196686873842968,brooklyn prior
652,0.000196705607335849,brooklyn prior
652.1,0.00019672433831365,brooklyn prior
652.2,0.00019674306677645,brooklyn prior
652.3,0.000196761792724327,brooklyn prior
652.4,0.000196780516157358,brooklyn prior
652.5,0.000196799237075623,brooklyn prior
652.6,0.0001968179554792,brooklyn prior
652.7,0.000196836671368167,brooklyn prior
652.8,0.000196855384742603,brooklyn prior
652.9,0.000196874095602587,brooklyn prior
653,0.000196892803948195,brooklyn prior
653.1,0.000196911509779508,brooklyn prior
653.2,0.000196930213096603,brooklyn prior
653.3,0.000196948913899558,brooklyn prior
653.4,0.000196967612188453,brooklyn prior
653.5,0.000196986307963365,brooklyn prior
653.6,0.000197005001224373,brooklyn prior
653.7,0.000197023691971555,brooklyn prior
653.8,0.00019704238020499,brooklyn prior
653.9,0.000197061065924755,brooklyn prior
654,0.00019707974913093,brooklyn prior
654.1,0.000197098429823593,brooklyn prior
654.2,0.000197117108002821,brooklyn prior
654.3,0.000197135783668694,brooklyn prior
654.4,0.00019715445682129,brooklyn prior
654.5,0.000197173127460686,brooklyn prior
654.6,0.000197191795586962,brooklyn prior
654.7,0.000197210461200196,brooklyn prior
654.8,0.000197229124300466,brooklyn prior
654.9,0.000197247784887851,brooklyn prior
655,0.000197266442962428,brooklyn prior
655.1,0.000197285098524276,brooklyn prior
655.2,0.000197303751573474,brooklyn prior
655.3,0.0001973224021101,brooklyn prior
655.4,0.000197341050134231,brooklyn prior
655.5,0.000197359695645948,brooklyn prior
655.6,0.000197378338645327,brooklyn prior
655.7,0.000197396979132447,brooklyn prior
655.8,0.000197415617107386,brooklyn prior
655.9,0.000197434252570224,brooklyn prior
656,0.000197452885521037,brooklyn prior
656.1,0.000197471515959905,brooklyn prior
656.2,0.000197490143886905,brooklyn prior
656.3,0.000197508769302117,brooklyn prior
656.4,0.000197527392205618,brooklyn prior
656.5,0.000197546012597486,brooklyn prior
656.6,0.0001975646304778,brooklyn prior
656.7,0.000197583245846639,brooklyn prior
656.8,0.00019760185870408,brooklyn prior
656.9,0.000197620469050202,brooklyn prior
657,0.000197639076885083,brooklyn prior
657.1,0.000197657682208802,brooklyn prior
657.2,0.000197676285021436,brooklyn prior
657.3,0.000197694885323065,brooklyn prior
657.4,0.000197713483113765,brooklyn prior
657.5,0.000197732078393617,brooklyn prior
657.6,0.000197750671162697,brooklyn prior
657.7,0.000197769261421084,brooklyn prior
657.8,0.000197787849168857,brooklyn prior
657.9,0.000197806434406094,brooklyn prior
658,0.000197825017132872,brooklyn prior
658.1,0.000197843597349271,brooklyn prior
658.2,0.000197862175055369,brooklyn prior
658.3,0.000197880750251243,brooklyn prior
658.4,0.000197899322936972,brooklyn prior
658.5,0.000197917893112635,brooklyn prior
658.6,0.00019793646077831,brooklyn prior
658.7,0.000197955025934074,brooklyn prior
658.8,0.000197973588580007,brooklyn prior
658.9,0.000197992148716186,brooklyn prior
659,0.00019801070634269,brooklyn prior
659.1,0.000198029261459597,brooklyn prior
659.2,0.000198047814066985,brooklyn prior
659.3,0.000198066364164932,brooklyn prior
659.4,0.000198084911753517,brooklyn prior
659.5,0.000198103456832819,brooklyn prior
659.6,0.000198121999402914,brooklyn prior
659.7,0.000198140539463883,brooklyn prior
659.8,0.000198159077015802,brooklyn prior
659.9,0.00019817761205875,brooklyn prior
660,0.000198196144592805,brooklyn prior
660.1,0.000198214674618046,brooklyn prior
660.2,0.00019823320213455,brooklyn prior
660.3,0.000198251727142397,brooklyn prior
660.4,0.000198270249641664,brooklyn prior
660.5,0.000198288769632429,brooklyn prior
660.6,0.000198307287114771,brooklyn prior
660.7,0.000198325802088768,brooklyn prior
660.8,0.000198344314554499,brooklyn prior
660.9,0.00019836282451204,brooklyn prior
661,0.000198381331961472,brooklyn prior
661.1,0.000198399836902871,brooklyn prior
661.2,0.000198418339336317,brooklyn prior
661.3,0.000198436839261887,brooklyn prior
661.4,0.00019845533667966,brooklyn prior
661.5,0.000198473831589713,brooklyn prior
661.6,0.000198492323992126,brooklyn prior
661.7,0.000198510813886976,brooklyn prior
661.8,0.000198529301274342,brooklyn prior
661.9,0.000198547786154301,brooklyn prior
662,0.000198566268526932,brooklyn prior
662.1,0.000198584748392314,brooklyn prior
662.2,0.000198603225750524,brooklyn prior
662.3,0.000198621700601641,brooklyn prior
662.4,0.000198640172945743,brooklyn prior
662.5,0.000198658642782908,brooklyn prior
662.6,0.000198677110113214,brooklyn prior
662.7,0.00019869557493674,brooklyn prior
662.8,0.000198714037253563,brooklyn prior
662.9,0.000198732497063763,brooklyn prior
663,0.000198750954367417,brooklyn prior
663.1,0.000198769409164603,brooklyn prior
663.2,0.0001987878614554,brooklyn prior
663.3,0.000198806311239886,brooklyn prior
663.4,0.000198824758518139,brooklyn prior
663.5,0.000198843203290237,brooklyn prior
663.6,0.000198861645556259,brooklyn prior
663.7,0.000198880085316283,brooklyn prior
663.8,0.000198898522570386,brooklyn prior
663.9,0.000198916957318648,brooklyn prior
664,0.000198935389561146,brooklyn prior
664.1,0.000198953819297959,brooklyn prior
664.2,0.000198972246529164,brooklyn prior
664.3,0.000198990671254841,brooklyn prior
664.4,0.000199009093475066,brooklyn prior
664.5,0.00019902751318992,brooklyn prior
664.6,0.000199045930399478,brooklyn prior
664.7,0.000199064345103821,brooklyn prior
664.8,0.000199082757303026,brooklyn prior
664.9,0.000199101166997171,brooklyn prior
665,0.000199119574186334,brooklyn prior
665.1,0.000199137978870595,brooklyn prior
